Year,Customer ID,Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Number of Products,Has Credit Card,Is Active Member,Estimated Salary,Actual Churn,Churn Probability,Churn Probability Percent,Predicted Churn,Risk Level,Recommended Retention Action
2025,15667046,Tseng,694,Spain,Male,38,7,121527.4,1,1,0,113481.02,0,0.10681316122412023,10.68,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15792720,Martinez,676,France,Male,33,6,171490.78,1,0,0,79099.64,0,0.10676443142731362,10.68,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15746726,Doyle,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,0.10675991088022065,10.68,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15750769,Padovano,725,France,Male,35,7,75915.75,1,1,0,150507.43,0,0.10671934145388902,10.67,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15677062,Howe,666,France,Female,38,6,127043.09,1,1,1,8247.0,0,0.10664893723008559,10.66,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15679075,Onyemere,701,France,Male,37,8,107798.85,1,1,0,16966.73,0,0.10661492507834064,10.66,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15591550,Bianchi,525,Spain,Male,36,3,77910.23,1,1,0,67238.01,0,0.10659690557301732,10.66,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15649457,Macleod,588,Germany,Male,41,2,131341.46,2,0,1,7034.94,0,0.10658548707890722,10.66,0,Low Risk,Personalized retention call and customer-service review
2025,15777459,Gordon,619,Spain,Female,32,4,175406.13,2,1,1,172792.43,1,0.1065324993026687,10.65,0,Low Risk,Personalized retention call and customer-service review
2025,15722692,Kazakova,464,France,Male,38,3,116439.65,1,1,0,75574.48,0,0.10652380145038477,10.65,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15629390,Liao,653,France,Male,37,7,135847.47,1,1,0,144880.81,0,0.10650318333824395,10.65,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15795132,Molineux,735,France,Female,25,3,91718.8,1,0,0,28411.23,0,0.10646379366690178,10.65,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15741875,Williamson,746,Spain,Female,25,3,104833.79,1,0,0,71911.3,0,0.10646372856680848,10.65,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15740846,Wei,556,France,Male,40,5,125909.85,1,1,1,95124.4,0,0.10641897667275962,10.64,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15627212,Smith,630,France,Female,36,2,110414.48,1,1,1,48984.95,0,0.10641449221418679,10.64,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15665180,Vasiliev,616,France,Female,31,3,136789.14,1,1,0,59346.4,1,0.10638229667971592,10.64,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15726046,Johnston,712,France,Female,27,2,133009.51,1,1,0,126809.15,0,0.10635486171337341,10.64,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15617657,Ts'ai,664,France,Female,36,0,103502.22,1,1,1,146191.82,0,0.10626522309813585,10.63,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15593973,Wilkie,663,Spain,Female,33,8,122528.18,1,1,0,196260.3,0,0.1062269727319224,10.62,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15800784,Bruce,645,France,Male,42,4,98298.18,1,1,1,676.06,0,0.10616917839343055,10.62,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15650575,Payne,720,Spain,Female,59,6,0.0,2,1,1,160849.43,1,0.10614113812898229,10.61,0,Low Risk,Personalized retention call and customer-service review
2025,15596074,Keating,502,France,Male,37,10,0.0,1,1,1,76642.68,0,0.10613158748058088,10.61,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15799534,McClaran,720,France,Male,71,5,183135.39,2,1,1,197688.5,0,0.10610966706241887,10.61,0,Low Risk,Personalized retention call and customer-service review
2025,15568595,Fleming,544,France,Male,64,9,113829.45,1,1,1,124341.49,0,0.10607988569120899,10.61,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15600708,Calabresi,640,Spain,Female,34,3,77826.8,1,1,1,168544.85,0,0.106067287081907,10.61,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15788920,Ch'ang,836,Germany,Female,32,4,109196.67,2,1,0,55218.02,0,0.1060420367835342,10.6,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15598046,Su,662,France,Female,39,5,139562.05,2,1,0,61636.22,0,0.10603642157064665,10.6,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15776231,Kent,626,Germany,Male,35,4,88109.81,1,1,1,32825.5,0,0.1059717597201627,10.6,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15590434,Alexander,577,Spain,Male,41,4,89015.61,1,0,1,135227.23,0,0.10595401704583765,10.6,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15704819,Ositadimma,734,Spain,Female,39,6,92126.26,2,0,0,112973.34,0,0.10593672118995641,10.59,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15604818,Edmund la Touche,798,France,Male,34,9,154495.79,1,1,0,191395.88,0,0.1059054651484879,10.59,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15650026,Barclay-Harvey,513,France,Male,44,1,63562.02,2,0,1,52629.73,1,0.1058443235891218,10.58,0,Low Risk,Personalized retention call and customer-service review
2025,15769051,Shaw,503,Spain,Male,25,7,0.0,1,0,1,192841.13,0,0.1058000057889078,10.58,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15596979,Fang,662,France,Female,47,6,0.0,2,1,1,129392.75,0,0.10575824469798399,10.58,0,Low Risk,Personalized retention call and customer-service review
2025,15731267,Rizzo,797,France,Male,37,4,75263.7,1,1,0,85801.77,0,0.10563435944704304,10.56,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15752502,Cooke,615,France,Male,41,4,130385.82,1,0,1,130661.95,0,0.10559783749274389,10.56,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15569624,Feng,671,Germany,Female,31,6,105864.6,2,1,0,145567.34,0,0.10557931562057231,10.56,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15604355,Shand,519,France,Male,39,1,97700.02,1,1,1,30709.03,0,0.10550878175461832,10.55,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15666332,Donaldson,690,Spain,Female,48,2,0.0,2,1,1,3149.1,0,0.1055006023439652,10.55,0,Low Risk,Personalized retention call and customer-service review
2025,15641007,Holden,614,France,Female,38,4,72594.0,1,1,1,76042.48,0,0.1054989249722928,10.55,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15734999,Stephenson,634,Spain,Male,36,2,85996.19,1,1,0,15887.68,0,0.10540674883136625,10.54,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15694717,Ku,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,0.10537368391447216,10.54,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15734714,Nash,559,France,Female,29,3,79715.36,1,1,0,82252.28,0,0.10534387211966643,10.53,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15659501,Chioke,753,France,Female,38,6,142263.45,1,0,1,33730.43,0,0.105223143495075,10.52,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15605036,Pisano,704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0,0.1052092380218817,10.52,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15575691,Palerma,689,France,Female,58,5,0.0,2,0,1,49848.86,0,0.10520848785848344,10.52,0,Low Risk,Personalized retention call and customer-service review
2025,15803749,DeRose,498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1,0.1051873458660122,10.52,0,Low Risk,Personalized retention call and customer-service review
2025,15582960,Short,473,France,Female,33,5,125827.43,1,0,1,145698.73,0,0.10512825088788641,10.51,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15803415,Samsonova,579,France,Female,39,3,166501.17,2,1,0,93835.64,0,0.10511838491707298,10.51,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15622658,Lai,551,France,Female,26,2,144258.52,1,1,0,49778.79,0,0.10510215039647708,10.51,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15661629,Ricci,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1,0.10506103014013193,10.51,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15759317,Vasilieva,748,Germany,Female,27,2,90971.85,1,1,1,131662.47,0,0.10500699120545609,10.5,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15796612,Ch'ang,527,France,Female,31,1,112203.25,1,1,0,182266.01,0,0.1050007036099992,10.5,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15806230,Trevisano,629,Germany,Male,40,2,121647.54,2,1,1,64849.74,1,0.10499338708807565,10.5,0,Low Risk,Personalized retention call and customer-service review
2025,15739131,Whitworth,718,Germany,Male,28,4,65643.3,1,1,0,28760.99,0,0.10499149371661017,10.5,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15658693,Aksyonova,827,France,Female,60,2,0.0,2,0,1,60615.83,0,0.10494922501232723,10.49,0,Low Risk,Personalized retention call and customer-service review
2025,15677052,Ko,589,France,Female,59,2,0.0,2,1,1,126160.24,1,0.1049249953350713,10.49,0,Low Risk,Personalized retention call and customer-service review
2025,15668385,Dellucci,642,France,Male,40,1,154863.15,1,1,1,138052.51,0,0.10488374592369241,10.49,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15783349,Montague,481,Spain,Male,39,1,111233.09,1,1,1,123995.15,0,0.1047806865871273,10.48,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15770405,Warlow-Davies,613,France,Female,27,5,125167.74,1,1,0,199104.52,0,0.10477817368819455,10.48,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15782181,Greco,592,Spain,Male,35,6,80285.16,1,1,0,72678.75,1,0.1047470282683239,10.47,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15751032,Enemuo,629,Germany,Female,37,1,35549.81,2,0,0,49676.33,0,0.10473608924902603,10.47,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15606601,Rishel,561,France,Female,22,6,186788.96,2,1,0,73286.8,0,0.10473543379630508,10.47,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15737748,McWilliam,534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0,0.10473319449580133,10.47,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15588933,Nwankwo,825,France,Female,36,3,146053.66,1,1,1,138344.7,0,0.10472619178017278,10.47,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15638231,Chung,730,Spain,Female,62,2,0.0,2,1,1,162889.1,0,0.10470158333960261,10.47,0,Low Risk,Personalized retention call and customer-service review
2025,15775949,Trevisani,612,France,Female,38,7,110615.47,1,1,1,193502.93,0,0.1046713836769123,10.47,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15737705,Avdeyeva,775,France,Female,27,4,152309.37,1,1,0,104112.0,0,0.10460567777747648,10.46,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15680683,Simmons,640,Spain,Male,29,5,197200.04,2,1,0,141453.62,0,0.10459714007069869,10.46,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15781326,Ford,636,France,Male,35,9,95478.17,1,0,0,169286.74,0,0.10458758252331211,10.46,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15656319,Toscano,850,Spain,Male,37,4,88141.1,1,1,0,109659.12,0,0.10457166089929908,10.46,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15801466,Gray,574,France,Female,39,2,122524.61,2,1,0,88463.63,0,0.10453310257379966,10.45,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15588587,Stetson,752,France,Female,36,1,86837.95,1,1,1,105280.55,0,0.104530329855056,10.45,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15625586,Monaldo,717,France,Male,35,4,0.0,1,1,1,167573.06,0,0.1044685404596917,10.45,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15715597,Onyemauchechi,679,France,Male,36,1,97234.58,1,1,0,188997.08,0,0.10446640765635526,10.45,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15629750,Artyomova,697,France,Male,35,5,133087.76,1,1,0,64771.61,0,0.10443929421595492,10.44,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15603741,MacDonnell,719,Spain,Male,40,4,128389.12,1,1,1,176091.31,0,0.10442982512201479,10.44,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15763579,Castro,702,Germany,Female,36,2,105264.88,2,1,1,52909.87,0,0.10437345477546828,10.44,0,Low Risk,Personalized retention call and customer-service review
2025,15597109,Vanzetti,627,France,Male,70,1,94416.78,1,0,1,145299.5,0,0.104358835025285,10.44,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15660429,Ch'in,665,Spain,Female,42,2,156371.61,2,0,1,156774.94,1,0.10433858416196636,10.43,0,Low Risk,Personalized retention call and customer-service review
2025,15705663,Milano,700,Germany,Female,39,5,144550.83,2,1,1,189664.43,0,0.1043211421206377,10.43,0,Low Risk,Personalized retention call and customer-service review
2025,15671165,Esomchi,592,France,Female,66,5,149950.19,1,1,1,76267.59,0,0.10430132546594613,10.43,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15637169,Maclean,838,Spain,Female,67,4,103267.8,1,1,1,78310.04,0,0.10426843387196932,10.43,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15693376,Baryshnikov,741,Spain,Male,43,0,0.0,2,1,1,2920.63,1,0.10423181541035632,10.42,0,Low Risk,Personalized retention call and customer-service review
2025,15762708,Chiemezie,619,Spain,Female,38,10,119658.49,1,1,1,8646.58,0,0.10422779628309749,10.42,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15663134,Uspenskaya,535,Spain,Male,58,1,0.0,2,1,1,11779.98,1,0.10418584790429208,10.42,0,Low Risk,Personalized retention call and customer-service review
2025,15733616,Sopuluchukwu,806,France,Male,40,5,80613.93,1,1,1,142838.64,0,0.10415636318805611,10.42,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15656454,Le Gallienne,654,France,Male,37,6,83568.55,1,1,0,47046.72,0,0.10414826763259648,10.41,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15633227,Kenechukwu,518,France,Female,28,9,85146.36,1,0,0,2803.89,0,0.1040214290052623,10.4,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15644753,Hung,848,Spain,Male,40,3,110929.96,1,1,1,30876.84,0,0.1040037221112341,10.4,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15618225,Porter,741,Germany,Male,36,8,116993.43,2,1,0,168816.22,0,0.1039975371144328,10.4,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15694628,Walker,686,Germany,Female,39,4,157731.6,2,1,0,162820.6,0,0.10398973966217176,10.4,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15598894,Holt,784,Spain,Male,38,10,122267.85,1,0,0,145759.93,0,0.1039791537126545,10.4,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15663888,Connor,549,Germany,Male,34,6,204017.4,2,1,0,109538.35,0,0.10394200868796015,10.39,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15579166,Munro,619,France,Female,30,7,70729.17,1,1,1,160948.87,0,0.10393399433166711,10.39,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15634606,Chinonyelum,634,Spain,Male,52,1,0.0,2,1,1,176913.42,0,0.10389281490590094,10.39,0,Low Risk,Personalized retention call and customer-service review
2025,15634295,Wilson,470,France,Male,35,1,96473.59,1,0,0,5962.3,0,0.10385856672489714,10.39,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15575428,Mistry,682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0,0.10383486448773749,10.38,0,Low Risk,Personalized retention call and customer-service review
2025,15782630,Genovese,543,France,Male,35,5,137482.19,1,0,0,62389.35,0,0.1038327097833369,10.38,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15583076,Deleon,588,Germany,Male,41,6,106116.56,2,1,0,198766.61,0,0.10379591687549937,10.38,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15622518,Stephenson,768,France,Female,26,5,51116.26,1,1,1,70454.79,1,0.10379064516580397,10.38,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15624993,Chiang,753,France,Female,36,7,128518.98,1,1,1,44567.83,1,0.10379007716756397,10.38,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15800116,Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,0.10378415811090899,10.38,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15621644,Lombardi,678,Germany,Male,83,6,123356.63,1,0,1,92934.41,0,0.10375894528641257,10.38,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15770968,Leason,741,Germany,Female,19,8,108711.57,2,1,0,24857.25,0,0.10371785822484182,10.37,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15665759,Russell,724,France,Female,69,5,117866.92,1,1,1,62280.91,0,0.10371699717590148,10.37,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15599272,Harrington,795,France,Female,36,1,151844.64,1,1,1,135388.89,0,0.10370917891092947,10.37,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15722004,Hsiung,543,France,Female,31,4,138317.94,1,0,0,61843.73,0,0.10368826691111127,10.37,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15617518,Hu,675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0,0.10366569790110634,10.37,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15711572,O'Kane,705,Germany,Female,31,9,110941.93,2,1,0,163484.8,0,0.10366035207139397,10.37,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15636592,Iroawuchi,651,France,Male,35,0,181821.96,2,0,1,36923.67,1,0.10363659886615705,10.36,0,Low Risk,Personalized retention call and customer-service review
2025,15750258,Ann,675,France,Female,32,2,155663.31,1,1,0,97658.66,0,0.10358664228191625,10.36,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15621195,Ch'eng,619,Germany,Male,41,3,147974.16,2,1,0,170518.83,0,0.10355651721323562,10.36,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15693906,Abbott,645,France,Female,24,3,34547.82,1,1,1,11638.17,0,0.10352661883059262,10.35,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15709451,Gordon,646,Germany,Female,35,1,121952.75,2,1,1,142839.82,0,0.10342999490704839,10.34,0,Low Risk,Personalized retention call and customer-service review
2025,15744041,Yobanna,780,France,Female,26,3,140356.7,1,1,0,117144.15,0,0.10337730998344367,10.34,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15581551,Yobachukwu,850,Spain,Male,41,8,132838.07,1,1,1,175347.28,0,0.10336105955128125,10.34,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15672144,Mao,667,France,Female,38,6,144432.04,1,1,1,73963.17,1,0.10334569305439402,10.33,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15631800,Pagnotto,474,France,Male,37,3,98431.37,1,0,0,75698.44,0,0.10332021077280086,10.33,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15575581,Dickson,614,Germany,Female,30,3,131344.52,2,1,0,54776.64,0,0.10331841369253103,10.33,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15724924,Giordano,589,France,Female,37,6,138497.84,1,0,1,18988.58,0,0.10322813822667981,10.32,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15766649,Vincent,670,France,Male,38,10,89416.99,1,0,0,144275.39,0,0.10322475396703974,10.32,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15745375,Nnanna,640,Germany,Male,23,3,72012.76,1,1,0,161333.13,0,0.10318675461794367,10.32,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15585928,Hay,821,Germany,Female,31,2,68927.57,1,1,1,25445.0,0,0.10317517808703783,10.32,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15789055,Watt,635,Spain,Male,35,2,113635.16,1,1,0,90883.12,0,0.1030719828644448,10.31,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15687270,Iroawuchi,491,Spain,Female,61,8,0.0,2,0,1,139861.53,0,0.10306702025855578,10.31,0,Low Risk,Personalized retention call and customer-service review
2025,15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,0.10305456821390528,10.31,0,Low Risk,Personalized retention call and customer-service review
2025,15584785,Ogochukwu,660,France,Male,37,2,97324.91,1,1,0,23291.83,0,0.10297077750883846,10.3,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15688337,Dixon,721,France,Male,40,9,118129.87,1,1,1,160277.65,0,0.10291253469680867,10.29,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15587712,Chimaijem,589,France,Male,36,8,114435.47,1,1,0,26955.72,0,0.10290032691845116,10.29,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15812040,Lorenzo,594,France,Male,36,6,153880.15,1,0,0,135431.72,0,0.10288898898214607,10.29,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15741181,Ndubuagha,721,France,Male,41,6,135071.12,1,1,1,64477.25,0,0.10277852464763951,10.28,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15621974,Davydova,778,Germany,Female,33,4,111063.73,2,1,0,83556.65,0,0.1027754381264144,10.28,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15777923,Johnston,544,France,Female,45,6,0.0,2,0,1,151401.33,0,0.102729569538596,10.27,0,Low Risk,Personalized retention call and customer-service review
2025,15583692,Chan,591,Germany,Female,35,2,90194.34,2,1,0,57064.57,0,0.10270528602838416,10.27,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15644572,Turnbull,501,France,Male,40,4,125832.2,1,1,1,100433.83,0,0.10269777907108135,10.27,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15775339,Lori,520,France,Female,29,8,95947.76,1,1,0,4696.44,0,0.10269657008836275,10.27,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15703354,Aksenov,808,France,Female,33,2,103516.87,1,1,0,113907.8,0,0.10269600132756697,10.27,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15682467,Chimezie,725,France,Female,36,1,118851.05,1,1,1,102747.02,0,0.10263530378517573,10.26,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15765537,Liang,687,Germany,Male,26,2,142721.52,1,1,1,153605.75,0,0.10263191829269509,10.26,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15575410,Chidiegwu,667,Germany,Female,39,4,83765.35,2,1,0,118358.54,0,0.10262874865924065,10.26,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15807432,Cheng,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0,0.10257672548337815,10.26,0,Low Risk,Personalized retention call and customer-service review
2025,15568120,Lacross,681,France,Female,37,7,69609.85,1,1,1,72127.83,0,0.10257482735663011,10.26,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15791174,Leibius,540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0,0.10255055746687874,10.26,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15579345,Murphy,775,Germany,Female,74,0,161371.5,1,1,1,134869.93,0,0.10253326180754432,10.25,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15576000,Chibueze,765,France,Male,40,6,138033.55,1,1,1,67972.45,0,0.10251795491268123,10.25,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15711977,Finch,695,France,Male,36,4,161533.0,1,1,0,100940.91,0,0.10250414816684605,10.25,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15718247,Hayden,606,Spain,Female,46,8,0.0,2,1,1,183717.94,0,0.10246567638840491,10.25,0,Low Risk,Personalized retention call and customer-service review
2025,15787597,Hsu,420,Germany,Female,31,1,108377.75,2,1,1,9904.63,0,0.10246014777744561,10.25,0,Low Risk,Personalized retention call and customer-service review
2025,15575498,Gould,705,France,Female,39,5,149379.66,2,1,0,96075.55,0,0.102445094366321,10.24,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15661412,Wardell,715,France,Male,32,8,175307.32,1,1,0,187051.23,0,0.10234959988137211,10.23,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15593178,Graham,568,Spain,Female,36,10,153610.61,1,1,1,54083.8,1,0.10234709278472498,10.23,0,Low Risk,Needs-based product review and personalized loyalty offer
2025,15800515,Singh,516,France,Male,35,5,128653.59,1,1,0,127558.26,0,0.10222350291105588,10.22,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15702919,Collins,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,0.10222338212196572,10.22,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15666767,Lori,508,France,Male,35,1,86893.28,1,0,0,59374.82,0,0.10222013925398554,10.22,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15596939,Calabresi,659,Germany,Male,36,4,132578.92,2,1,0,84320.94,0,0.1022137836745291,10.22,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15813422,Lu,781,Spain,Male,35,4,80790.74,1,1,0,116429.51,0,0.10220590941304845,10.22,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,0.10220504157883752,10.22,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15692463,Rahman,799,Spain,Female,28,3,142253.65,1,1,0,45042.56,0,0.10214989551222824,10.21,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15675675,Slate,850,France,Female,32,5,106290.64,1,1,0,121982.73,0,0.10207490199912349,10.21,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15780561,Hay,622,France,Female,39,9,83456.79,2,0,0,38882.34,0,0.10205391452541807,10.21,0,Low Risk,Relationship-manager outreach and digital engagement support
2025,15718839,Tsui,850,Germany,Female,38,2,102741.15,2,0,1,23974.85,0,0.1019300232251325,10.19,0,Low Risk,Personalized retention call and customer-service review
2025,15759991,Hunter,748,Spain,Male,36,4,141573.55,1,1,0,82158.14,0,0.101842468121036,10.18,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15719212,T'ien,491,France,Male,33,5,83134.3,1,1,0,187946.55,0,0.101778156564293,10.18,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15631481,Thomson,673,France,Male,51,8,79563.36,2,1,1,172200.91,0,0.10173189473833308,10.17,0,Low Risk,Personalized retention call and customer-service review
2025,15802220,Ikenna,599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0,0.10168641253971364,10.17,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15584897,Kuo,639,France,Female,31,3,98360.03,1,0,0,20973.8,0,0.10168592726179768,10.17,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15772383,Toscani,613,France,Male,36,9,131307.11,1,0,0,83343.73,0,0.10168306081008685,10.17,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15610337,Stephens,666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0,0.10168101308768646,10.17,0,Low Risk,Priority re-engagement contact and needs-based second-product review
2025,15588449,Chuang,591,Spain,Female,27,5,107812.67,1,0,1,162501.83,1,0.10165316760190532,10.17,0,Low Risk,Needs-based product review and personalized loyalty offer
